"","station","year","month","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","maxwspd_nValid","maxwspd_min","maxwspd_median","maxwspd_max","maxwspd_mean","maxwspd_sd","maxwspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totprcp_nValid","totprcp_total","dailyPAR_nValid","dailyPAR_min","dailyPAR_median","dailyPAR_max","dailyPAR_mean","dailyPAR_sd","dailyPAR_iqr"
"1955","gtmpcmet",2003,7,2976,20.2,25.1,33.4,25.619623655914,2.77325849531682,4.6,2976,45,91,100,87.2503360215054,10.3997171852945,17,2976,1014,1020,1025,1019.37466397849,2.02150203445035,3,2976,0,1.3,8.3,1.74368279569892,1.41778158308352,1.8,0,NA,NA,NA,NA,NA,NA,2976,0,180,355,178.384072580645,71.2962997261106,94,2976,152.8,31,9434.9,33702.8,51431.3,33842.0064516129,9926.071334989,13762.85
"1956","gtmpcmet",2003,8,2976,20,25.3,31.8,25.6660282258065,2.44621576747673,4,2976,60,92,100,89.2752016129032,9.13903089356986,16,2976,1011,1018,1024,1018.18010752688,2.62550274437164,4,2976,0,1.5,8.2,1.82550403225806,1.41930675987934,2.1,0,NA,NA,NA,NA,NA,NA,2976,0,150,355,157.643481182796,77.2178120556858,122,2976,130.8,31,18191.2,34036.8,43338.8,34594.5580645161,7060.66084115711,13296.25
"1957","gtmpcmet",2003,9,1033,21,24.9,29.7,25.0296224588577,1.98202033425154,2.5,1033,69,90,99,88.9883833494676,6.5692392011829,10,1033,1010,1016,1022,1015.80445304937,3.07220906242227,5,1033,0,2,8.8,2.61181026137464,1.96848127298786,2.8,0,NA,NA,NA,NA,NA,NA,1033,0,134,355,158.751210067764,111.599475305907,193,1033,28.5,11,14761.6,25417.1,39399.6,27420.9,9275.42104392032,15850.4
"1958","gtmpcmet",2003,10,2583,12.8,23.4,29.9,22.8135501355014,3.13776043819303,4.2,2583,32,85,100,82.9268292682927,13.2512684561817,20,2583,1004,1016,1025,1015.1339527681,3.93152329549502,5,2583,0,2,9.7,2.36674409601239,1.71935639493363,2.6,0,NA,NA,NA,NA,NA,NA,2583,0,136,355,153.287262872629,108.462933394705,209,2583,72.5,28,5094.1,31072.85,39518.6,26950.4,9962.59931019789,16978.975
"1959","gtmpcmet",2003,11,2160,4.7,19.6,27.8,18.6375462962963,5.00142568814339,6.8,2160,36,87,99,81.6490740740741,14.669936586049,23,2160,1007,1020,1028,1019.96851851852,3.7000719332078,4.25,2160,0,2.1,12.9,2.7362962962963,2.58378941656037,2.6,2160,0,3.7,17.2,4.32509259259259,3.43141495691241,4.2,2160,0,225,360,191.129166666667,114.043093685947,200.25,2160,31,23,930.3,28575.8,32451.8,24761.9695652174,8629.87235997649,4427.15
"1960","gtmpcmet",2003,12,2975,-0.1,13.7,24.9,13.3483697478992,5.31290601022288,9.1,2975,22,82,100,79.1505882352941,15.7609766456698,23,2975,1004,1021,1033,1020.52672268908,4.89086083282057,7,2975,0,1.8,8.1,2.18053781512605,1.50968662708611,1.8,2975,0,3.3,11.5,3.76043697478992,2.29054762380621,3.2,2975,0,256,360,215.217142857143,106.721217195246,143,2975,72.8,31,9110.1,24571.1,29655.9,22636.6032258065,5500.78949560781,8913.95
"1961","gtmpcmet",2004,1,2976,-0.7,13.3,26.6,12.8559139784946,5.36446997590123,7.925,2976,29,83,100,79.3219086021505,15.7347296821756,24,2976,1007,1021,1032,1020.34173387097,5.60706207327164,8,2976,0,1.7,9.7,2.21461693548387,1.64433472673552,1.9,2976,0,3.2,14.9,3.70940860215054,2.33714302062807,3.2,2976,0,248,360,212.911290322581,104.880828058967,130,2976,33.2,31,5220.5,26200.1,35972.4,24709.6290322581,8060.38688162438,7608.3
"1962","gtmpcmet",2004,2,2784,2,14.2,28.1,13.7803879310345,4.79823558648955,4.9,2784,34,92,100,85.9913793103448,13.6429732743301,18,2784,1007,1020,1033,1019.85488505747,5.50168606969652,8,2784,0,2.5,8.9,2.89421695402299,1.86360810669408,2.3,2784,0,4.5,12.6,4.70010775862069,2.55981479856893,3.6,2784,0,227,360,191.666666666667,129.82429136467,283,2784,129.7,29,6787.7,27525.8,41241.1,24030.7310344828,11191.5525158201,20451.6
"1963","gtmpcmet",2004,3,2973,4.9,18,28.8,17.5714766229398,4.43666743246936,6.1,2973,20,77,98,74.3128153380424,17.8115894656241,26,2976,1009,1023,1032,1022.32762096774,4.79613182921164,7,2976,0,2.2,10.5,2.57234543010753,1.968845929835,2.5,2976,0,3.7,13.8,4.13985215053763,2.70552832939491,3.9,2976,0,159,360,166.645161290323,98.5318022974003,169,2964,81.1,31,19008.9,42084.4,48832,38978.3483870968,7936.15549670708,11136.2
"1964","gtmpcmet",2004,4,2880,7,20.3,29.2,19.1356597222222,4.65855134579176,6.325,2880,20,71,96,70.2506944444444,17.6562738949589,28,2880,1005,1018,1032,1017.70243055556,6.11320730654596,9,2880,0,2.3,6.2,2.36090277777778,1.41777992443437,2.2,2880,0,4,14,4.09690972222222,2.32086616645614,3.3,2880,0,188,359,181.865972222222,85.811756840858,141,2880,34.9,30,25717.7,50941.2,57307.9,47493.7766666667,9483.53189680473,12352.3
"1965","gtmpcmet",2004,5,2976,11.1,23.9,35.6,23.7222782258065,3.49780017079782,4.4,2976,34,74,95,73.0430107526882,12.8063599565092,18,2976,1011,1021,1026,1019.78024193548,3.4556629069285,6,2976,0,2.7,8.3,2.7895497311828,1.7060510200179,3,2976,0,4.6,11.8,4.46226478494624,2.29787277114865,3.7,2976,0,143,356,162.292338709677,66.7508088021312,90,2976,39.6,31,17545.6,54633.9,57812,51628.5064516129,8250.73364370044,5548.85000000001
"1966","gtmpcmet",2004,6,2880,19.8,25.4,33.7,25.7140972222222,2.89333759691671,4.6,2880,47,83,95,80.9489583333333,11.0205135207734,19,2880,1012,1019,1023,1018.60590277778,2.38873264401672,4,2880,0,1.5,6.7,1.91097222222222,1.42750401895498,2.1,2880,0,3,14.1,3.3459375,1.98442112990746,2.9,2880,0,174,360,171.497222222222,74.6052573042201,105,2880,198.1,30,28379.9,46029.3,57799.7,44913.1933333333,8871.13750016595,14252.375
"1967","gtmpcmet",2004,7,2952,21,26,33.6,26.2460365853659,2.81250376726575,4.6,2952,47,83,100,81.2096883468835,10.9639315464556,18,2952,1010,1016,1022,1015.85806233062,2.65128678671165,4,2952,0,1.4,8.7,1.69451219512195,1.27806496313909,1.825,2952,0,2.9,13.4,3.1434620596206,1.898207060173,2.8,2952,0,201,358,179.491531165312,82.5756213358195,119,2952,85.6,31,14769.7,42752,61153.5,40591.7290322581,11544.8794452835,14685.3
"1968","gtmpcmet",2004,8,2976,21.5,26,34.1,26.1609879032258,2.52328455384753,3.8,2976,47,91,102,88.2637768817204,11.1242627575241,17,2976,997,1017,1022,1016.0060483871,3.4011313554689,5,2976,0,1.6,17.9,2.09375,1.75505452523693,1.8,2976,0,3,25.9,3.54926075268817,2.46718690375002,2.9,2976,0,195,360,171.280577956989,90.6045182567614,163.25,2976,243.1,31,15003.6,36671.1,52461.6,35522.2741935484,9694.28440800618,11698.2
"1969","gtmpcmet",2004,9,2880,22.1,26.6,33.2,26.7914583333333,1.8933229300915,2.2,2880,41,84,101,83.1329861111111,10.8105037224313,14,2880,994,1015,1021,1013.390625,5.08495205143614,5,2880,0,4.1,18.8,4.89743055555556,3.62511218334329,4.2,2880,0,6.6,28.1,7.49576388888889,4.88635162523472,5.5,2880,0,94.5,359,116.055555555556,76.8157693534696,117,2880,339.9,30,3150.3,35626.9,50206.3,31142.3,12942.9902341796,17386.425
"1970","gtmpcmet",2004,10,2976,10.6,23.5,30.6,23.2709677419355,3.35097184513064,3.8,2976,34,81,101,80.7973790322581,13.5227019769893,22,2976,1004,1018,1026,1017.05141129032,4.19039053042865,5,2976,0,2.1,8.2,2.54106182795699,1.85561897028962,2.7,2976,0,3.7,11.4,4.02913306451613,2.54095887169904,3.8,2976,0,143,360,149.686491935484,92.9067382690308,174.25,2976,17,31,8357.1,31487.6,39797.5,30522.7806451613,6309.40424289644,6605
"1971","gtmpcmet",2004,11,2880,6.5,20.7,29.5,19.8124305555556,4.11906145144099,4.9,2880,41,83,101,80.8881944444445,14.1903400774894,25,2880,1007,1020,1032,1020.19930555556,4.69291805731889,5,2880,0,2.1,10.2,2.70520833333333,2.15110671896116,2.7,2880,0,4,13.4,4.38333333333333,3.00704856805747,4.1,2880,0,182,360,171.294444444444,101.31605056362,172,2880,61.4,30,5762.1,26764.6,33908,24663.6933333333,7194.94015263185,7389.75
"1972","gtmpcmet",2004,12,2976,-0.6,13.5,27.9,13.6551747311828,5.83325443014186,8.7,2976,25,86,101,82.2721774193548,15.9623668375204,22,2976,1004,1020,1034,1021.41330645161,6.1059451140648,8,2976,0,1.8,11.8,2.26575940860215,1.68230143320998,1.8,2976,0,3.4,18.1,3.92331989247312,2.47300189097389,3.1,2976,0,260,360,227.658938172043,102.545555070028,129.25,2976,31.8,31,2341.5,22580,28200.2,19703.6451612903,7918.25968639737,12366.85
"1973","gtmpcmet",2005,1,2976,-1.2,15.4,26.4,14.3286626344086,5.43456615284749,7.3,2976,15,91,102,85.9640456989247,15.7854645711699,21,2976,1010,1023,1035,1022.90356182796,4.9735205475446,7,2976,0,2,12.3,2.67590725806452,2.37784045449359,2.6,2976,0,3.6,17.1,4.34210349462366,3.26254808044026,4.1,2976,0,228,360,194.933803763441,114.129270594801,181.25,2976,51.8,31,3128.2,24682.1,32438.3,21889.8096774194,8195.88256058512,9429.65
"1974","gtmpcmet",2005,2,2688,2.4,14.2,26.7,14.4510416666667,4.50282783758398,6,2688,22,90,103,82.4401041666667,19.4465702488621,26,2688,999,1020,1029,1019.70349702381,5.05381118472714,6,2688,0,2.5,9.3,2.95513392857143,2.0632020769885,3.2,2688,0,4.6,13.3,4.78857886904762,2.80415313310921,4.5,2688,0,247,360,225.578869047619,108.730481276075,150.25,2688,82.8,28,4072.6,27920.4,39195.7,26641.1892857143,10485.6851788465,10838.725
"1975","gtmpcmet",2005,3,2976,2.9,16.6,30.3,15.6992943548387,5.43796948381834,7.8,2976,18,79,102,75.3088037634409,21.631701055047,34,2976,1003,1015,1023,1014.49831989247,3.90724350381936,5,2976,0,2,8,2.30332661290323,1.4202138632339,1.9,2976,0,3.8,13.7,4.1989247311828,2.39884962339811,3.1,2976,0,237,360,215.703629032258,89.1464597972837,112,2976,93.4,31,3959.2,40248.5,50068.6,32276.0451612903,15323.2094602021,24359.85
"1976","gtmpcmet",2005,4,2880,7.5,18.4,30.4,18.2542361111111,3.95159880849,5.6,2880,21,75,101,73.9229166666667,18.947789249319,27,2880,1004,1016,1027,1016.05,5.31471510017614,8,2880,0,2.5,9.2,2.98736111111111,2.13389587765849,2.8,2880,0,4.5,12.9,4.83465277777778,2.94533273903871,4.6,2880,0,176,360,168.012152777778,98.2601981581634,161,2880,104.9,30,22085.1,49275,55821,45905.4166666667,8678.52432486646,10651.475
"1977","gtmpcmet",2005,5,2976,11.5,22,32.7,21.9565524193548,3.37216047884237,4.9,2976,37,84,102,82.1465053763441,13.9404992936627,21,2976,1002,1015,1022,1015.01545698925,3.63545976787857,5,2976,0,2.3,7.7,2.40742607526882,1.55562475047204,2.5,2976,0,3.9,12.8,3.86478494623656,2.14471321562249,3.4,2976,0,156,360,165.657258064516,94.821896565673,157,2974,110,31,4807.8,49573.6,57518.7,44085.8322580645,15107.7659425296,12341.8
"1978","gtmpcmet",2005,6,2776,18.1,25.5,32.7,25.4514048991354,2.0247117041709,2.9,2776,45,88.5,100,86.8919308357349,9.62443547895397,15,2868,1007,1015,1020,1014.68340306834,2.70542673039409,4,2868,0,2.2,8.7,2.51830543933054,1.69212140207389,2.7,2868,0,4,12.6,4.11976987447699,2.38924962995725,3.7,2868,0,152,360,152.386331938633,72.5812822546751,102,2868,205.8,30,21470.3,38032.4,57922.8,38316.9,11402.4318360542,20263.65
"1979","gtmpcmet",2005,7,2976,21,27.5,34,27.2148857526882,2.516305853152,4.3,2976,39,84,99,83.2043010752688,11.0753839388841,18,2976,1010,1017,1022,1017.12331989247,2.26509810939779,3,2976,0,1.8,8,2.16189516129032,1.59877672894158,2.5,2976,0,3.3,11.9,3.55907258064516,2.25683909542294,3.5,2976,0,170,359,170.931787634409,72.6883277601569,113.25,2976,103.4,31,14048.6,46178.3,57531,44849.535483871,11106.8856495284,17074.4
"1980","gtmpcmet",2005,8,2976,22.6,27.9,33.5,27.5113911290323,2.58255321783173,4.6,2976,54,83,99,83.0510752688172,10.3527081920933,19,2976,1009,1016,1020,1015.36290322581,2.37126102083911,3,2976,0,1.6,6.4,2.07479838709677,1.44551812455403,2.3,2976,0,3.1,12.8,3.44119623655914,2.05237549117416,3.2,2976,0,174,360,165.100134408602,79.2789568229799,123,2976,69,31,26072.2,43246.2,52768.2,43173.7774193548,6730.20927439406,8082.4
"1981","gtmpcmet",2005,9,2880,20.2,26.9,32.6,26.6015277777778,2.38424938127591,2.8,2880,35,79,98,77.7618055555556,11.3863076673838,16,2880,1008,1016,1021,1015.63368055556,2.21370678669227,3,2880,0,3.1,11.7,3.47013888888889,2.39942188999728,2.9,2880,0.2,5,16,5.35135416666667,3.21570557107082,3.8,2880,0,115,360,145.420833333333,101.87955407943,180,2880,159.2,30,13758.9,39795.55,46652.6,35515.9,10388.8672679145,9180.74999999999
"1982","gtmpcmet",2005,10,2976,6.9,24.1,30.1,22.5225470430108,4.87343052411917,6.4,2976,40,83,98,80.7284946236559,13.4930872267821,22,2976,999,1013,1028,1013.85584677419,5.93882421280775,8,2976,0,2.7,9.9,3.18239247311828,2.1886212509319,3.9,2976,0,4.4,18.5,4.93094758064516,3.07776518986975,5.325,2976,0,127,360,151.596102150538,115.038049262316,226,2976,163.6,31,6805.2,30952.3,41909.8,28794.1225806452,9241.82692435897,14774.35
"1983","gtmpcmet",2005,11,2880,3.8,19.8,27.5,19.089375,3.96180596715205,4.7,2880,30,85,99,81.4902777777778,14.9619841035411,25,2880,1004,1020,1026,1018.90208333333,4.39743157771926,6,2880,0,2.1,9.2,2.39211805555556,1.75328908198932,2.6,2880,0,3.7,14.6,3.93819444444444,2.59878258637861,3.8,2880,0,203,360,175.26875,109.072368256217,205,2880,66.5,30,8886.8,29140.85,34167.7,25605.94,7632.93780553546,11825.075
"1984","gtmpcmet",2005,12,2976,3.2,13.6,24.7,13.3206317204301,4.8266832989147,7.425,2976,26,83,99,79.1058467741936,15.1447875856291,23,2976,1005,1020,1028,1018.95463709677,4.60028775161606,6,2976,0,1.9,8.6,2.58760080645161,1.873867386298,2.5,2976,0,3.7,12.2,4.3872311827957,2.67719499419761,4,2976,0,237,360,207.708669354839,104.675775397506,134.25,2976,81.9,31,3200.3,23936.6,29073.8,20547.4870967742,8474.42016418594,11414.4
"1985","gtmpcmet",2006,1,2976,0,15.55,27.2,14.8506720430108,5.54146474147219,8.6,2976,22,80,99,76.5833333333333,18.3532776669577,30,2976,1006,1019,1034,1020.23655913978,6.17698254815398,9,2976,0,1.7,6.3,1.94442204301075,1.31261076759182,1.8,2976,0,3.1,12,3.55947580645161,2.28386321554371,3.4,2976,0,215,359,198.431787634409,87.5292952695446,129,2976,16.9,31,11577.9,27784.6,33796.2,25742.764516129,5838.15347340512,7116.05
"1986","gtmpcmet",2006,2,2688,-2.3,14,26.5,13.248400297619,5.73745368717991,7.3,2688,20,81,100,76.9148065476191,19.2304448129402,28,2688,1005,1021,1031,1020.09523809524,5.19538668593419,7,2688,0,2,10.5,2.32671130952381,1.76620069026543,2.1,2688,0,3.8,16.7,4.05453869047619,2.61118123580377,3.6,2688,0,227,360,203.082961309524,93.4181974791638,122,2688,141.7,28,2095.6,33441.3,40832.8,27906.85,10797.3058791431,14587.125
"1987","gtmpcmet",2006,3,2976,3.3,16.7,28.4,16.7200268817204,4.77721364581536,6,2976,24,75,98,72.9398521505376,17.2119777869796,28,2976,1008,1020,1028,1019.60954301075,4.00295222896716,6,2976,0,2.5,8.4,2.61468413978495,1.63947606952701,2.3,2976,0,4.4,12.7,4.3474126344086,2.39331281792948,3.6,2976,0,181,360,171.559811827957,102.402250752402,179,2976,12,31,19439.7,41886.8,48432.7,40170.7580645161,6659.66480086269,8804.75
"1988","gtmpcmet",2006,4,2880,9.8,21,30.9,21.2743055555556,3.72082834894746,4.3,2880,25,76,98,74.3934027777778,17.1377079338022,25,2880,1007,1016,1027,1016.69548611111,4.05835949688907,5,2880,0,2.6,8.6,2.89326388888889,1.7960387619045,2.7,2880,0,4.6,12,4.7615625,2.46456618444495,3.7,2880,0,190,359,162.110416666667,98.217137375092,188.25,2880,17,30,27178.3,46376.05,54753.8,45426.62,6320.85493728553,7456.325
"1989","gtmpcmet",2006,5,2976,13.3,23.6,33,23.450436827957,3.91620032929895,5.6,2976,20,73,97,70.1875,17.9505331022636,28,2976,1007,1015,1022,1014.69052419355,2.8250959845229,4,2976,0,2.1,7.2,2.44986559139785,1.38828470988835,2.1,2976,0.3,4.1,10.4,4.19747983870968,1.94158828674455,3,2976,0,216,360,182.53998655914,95.3191247515145,155.25,2976,4.4,31,17540.5,50045.5,57300.9,47179.4,10254.8098047372,10648.65
"1990","gtmpcmet",2006,6,2867,16.5,26.6,34.8,26.5599581444018,3.17093851720502,4.3,2867,28,80,97,78.6421346355075,13.1342420707028,20,2867,1008,1015,1022,1015.35333100802,3.5185222033929,7,2867,0,2.4,8.3,2.57746773630973,1.55459434529553,2.7,2867,0,4.2,12.9,4.24527380537147,2.23816133821419,3.6,2867,0,147,360,155.80676665504,79.6760033446494,127,2867,132.4,30,12048.5,48690.25,57250.8,45256.25,11558.2818998491,19230.2
"1991","gtmpcmet",2006,7,2976,20.9,29.5,39,29.6630376344086,2.82552198730926,4.6,2976,33,80,97,79.4506048387097,10.9664842946729,20,2976,1012,1018,1024,1018.46169354839,2.2989682058702,3,2976,0,1.9,7.3,2.24640456989247,1.52893894431002,2.6,2976,0,3.4,12.6,3.67795698924731,2.13870250295188,3.6,2976,0,171,360,167.63810483871,80.7540081247084,124,2976,111,31,17977,47370,55288,44417.9258064516,9136.23208676924,13249.45
"1992","gtmpcmet",2006,8,2976,21.1,29.4,39.4,29.882560483871,2.89876037771888,4.3,2976,32,82,97,79.8447580645161,12.6146010935015,20,2976,1004,1016,1023,1015.84274193548,2.96944683900602,4,2976,0,1.5,8.4,2.03380376344086,1.45912133585208,2.1,2976,0,2.9,13.4,3.46774193548387,2.06718606495928,3.2,2976,0,196.5,360,184.503024193548,76.136043591116,112,2976,113.9,31,15057.3,45436.4,51345.2,40457.064516129,11167.7651055929,12201.8
"1993","gtmpcmet",2006,9,2870,18.4,28.2,37,28.0501045296167,2.9517435796256,4,2870,36,79,99,78.6324041811847,12.7616592364029,22,2870,1010,1015,1020,1014.94668989547,2.01032916136977,2,2870,0,1.8,7.6,2.11386759581882,1.39934606916655,2.3,2870,0,3.2,11,3.49135888501742,1.97969526512278,3.3,2870,0,165,359,161.652613240418,84.0344512983777,141,2865,55.6,30,21943.8,34656.9,45323.9,35166.3766666667,6371.49095871782,9040.15
"1994","gtmpcmet",2006,10,2969,4.9,24.3,38,23.5066689120916,5.10095149795421,4.5,2969,23,72,100,73.5466487032671,15.6966246688734,24,2969,1004,1016,1022,1015.68474233749,3.86509881159751,6,2969,0,2.2,7,2.40360390703941,1.41343088713495,2.1,2969,0,3.9,10.5,3.9982485685416,2.05148940803812,3.2,2969,0,185,360,173.921859211856,105.224650370523,200,2969,36.4,31,20179.2,32655.9,38889.3,30698.3870967742,6102.34635681183,10295.95
"1995","gtmpcmet",2006,11,2880,4.8,18,27.2,16.7810069444444,5.352587032474,8.3,2880,32,84,101,81.3201388888889,14.1994040247966,21.25,2880,1003,1017,1027,1016.95243055556,5.05133367145814,7,2880,0,2.1,10,2.66548611111111,1.94425162639689,2.325,2880,0,3.9,13.9,4.38447916666667,2.71607824019486,3.9,2880,0,244,360,202.855208333333,106.652364517617,181,2880,50.5,30,6579.4,26172.9,33145,24793.1833333333,7006.4794742307,10083
"1996","gtmpcmet",2006,12,2976,2.8,17.9,27.8,17.2238239247312,4.20912657395114,4.8,2976,42,92,101,87.8568548387097,11.3241471775102,16,2976,1007,1022,1032,1021.95362903226,4.58685006822624,6,2976,0,2,9.3,2.29596774193548,1.77633477926733,2.3,2976,0,3.3,13.6,3.70228494623656,2.47279547604354,3.4,2976,0,161,360,171.641465053763,120.288365627277,225,2976,95.1,31,3628.6,22013.1,27466.7,19963.7548387097,5987.12987242016,8589.3
"1997","gtmpcmet",2007,1,2976,-1.5,16,27.5,15.3159946236559,5.71593728482081,8.6,2976,27,83,99,80.5981182795699,15.006053114373,22,2976,1006,1021,1031,1021.24428763441,4.44103867364022,6,2976,0,2,8.6,2.32244623655914,1.58394259629856,1.9,0,NA,NA,NA,NA,NA,NA,2976,0,213,360,193.715725806452,109.803998800662,188.25,2976,45.3,31,3354.5,23264.9,32882.4,22491.3967741935,7298.2530511296,10207.05
"1998","gtmpcmet",2007,2,2687,-0.2,13,26.1,13.6269817640491,5.57710635966574,8.3,2687,20,76,100,73.5217714923707,19.2541925342077,30,2687,1005,1018,1031,1018.08224786007,5.66832137158814,7,2687,0,1.7,6.7,2.01972459992557,1.32514973320554,1.6,0,NA,NA,NA,NA,NA,NA,2687,0,244,360,215.340528470413,97.1911654524936,120,2687,231.7,28,12796.2,32380.9,41250,30368.9785714286,8046.48147261605,14556.475
"1999","gtmpcmet",2007,3,2976,4.3,18.6,25.7,17.4914650537634,4.45694183174421,6.4,2976,27,85,100,80.7489919354839,16.0392323311741,25,2976,1006,1022,1030,1021.09173387097,5.04167361345553,5,2976,0,2.4,8.4,2.48450940860215,1.63457145040101,2.4,0,NA,NA,NA,NA,NA,NA,2976,0,139,360,158.945228494624,106.873339109991,198,2976,97.4,31,6829.9,43064.7,49037.3,39491.8032258064,11274.1800292374,8356.15000000001
"2000","gtmpcmet",2007,4,2880,5.8,19.4,30.9,19.2176736111111,4.8007159943152,6.6,2880,20,72,99,69.8711805555556,18.5643011777115,29,2880,1001,1016,1027,1015.371875,5.19540776581338,8,2880,0,2.2,9.1,2.5565625,1.6906497626416,2.2,0,NA,NA,NA,NA,NA,NA,2880,0,207,359,190.163194444444,94.7606027313793,145.25,2874,31.2,30,10545.8,48317.95,56317.4,44364.35,11251.6883844695,9505.325
